Chain,Depth,Subject,Issuer,Not Valid Before,Not Valid After,# of SANs
8,0,"/businessCategory=Private Organization/jurisdictionC=US/jurisdictionST=Delaware/serialNumber=3014267/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=Venmo Production/CN=ops.venmo.com",/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,May  2 00:00:00 2018 GMT,Apr 30 12:00:00 2020 GMT,5
8,1,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert High Assurance EV Root CA,Oct 22 12:00:00 2013 GMT,Oct 22 12:00:00 2028 GMT,0
9,0,"/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=Braintree Production/CN=jira.braintree.tools",/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 High Assurance Server CA,Dec 27 00:00:00 2017 GMT,Dec 12 12:00:00 2019 GMT,27
9,1,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 High Assurance Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert High Assurance EV Root CA,Oct 22 12:00:00 2013 GMT,Oct 22 12:00:00 2028 GMT,0
10,0,/C=US/ST=California/L=San Francisco/O=XOOM Corporation/CN=xoom.com,/C=US/O=DigiCert Inc/CN=DigiCert SHA2 Secure Server CA,Mar 29 00:00:00 2017 GMT,Apr  2 12:00:00 2020 GMT,2
10,1,/C=US/O=DigiCert Inc/CN=DigiCert SHA2 Secure Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert Global Root CA,Mar  8 12:00:00 2013 GMT,Mar  8 12:00:00 2023 GMT,0
11,0,"/businessCategory=Private Organization/jurisdictionC=US/jurisdictionST=Delaware/serialNumber=3014267/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=Xoom Production/CN=www.xoom.com",/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,Mar  1 00:00:00 2018 GMT,Mar  5 12:00:00 2020 GMT,3
11,1,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert High Assurance EV Root CA,Oct 22 12:00:00 2013 GMT,Oct 22 12:00:00 2028 GMT,0
12,0,"/businessCategory=Private Organization/jurisdictionC=US/jurisdictionST=Delaware/serialNumber=3014267/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=PayPal Production/CN=paypal.co.uk",/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,Oct 22 00:00:00 2018 GMT,Nov 18 12:00:00 2020 GMT,62
12,1,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 Extended Validation Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert High Assurance EV Root CA,Oct 22 12:00:00 2013 GMT,Oct 22 12:00:00 2028 GMT,0
1,0,"/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=PayPal Production/CN=paypal.com",/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 High Assurance Server CA,Oct 22 00:00:00 2018 GMT,Nov 18 12:00:00 2020 GMT,1
1,1,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert SHA2 High Assurance Server CA,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert High Assurance EV Root CA,Oct 22 12:00:00 2013 GMT,Oct 22 12:00:00 2028 GMT,0
2,0,"/businessCategory=Private Organization/jurisdictionC=US/jurisdictionST=Delaware/serialNumber=3014267/C=US/ST=California/L=San Jose/O=PayPal, Inc./OU=Braintree Production/CN=www.braintreegateway.com",/C=US/O=DigiCert Inc/CN=DigiCert Global CA G2,Sep  7 00:00:00 2018 GMT,Sep  6 12:00:00 2020 GMT,2
2,1,/C=US/O=DigiCert Inc/CN=DigiCert Global CA G2,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert Global Root G2,Aug  1 12:00:00 2013 GMT,Aug  1 12:00:00 2028 GMT,0
2,2,/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert Global Root G2,"/C=US/O=VeriSign, Inc./OU=VeriSign Trust Network/OU=(c) 2006 VeriSign, Inc. - For authorized use only/CN=VeriSign Class 3 Public Primary Certification Authority - G5",Nov  6 00:00:00 2017 GMT,Nov  5 23:59:59 2022 GMT,0
